;200;244,9489743;450;519,6152423;583,0951895;1303,840481;1805,547009;1802,775638;1392,838828;648,0740698;1034,408043;953,9392014;678,2329983;509,9019514;927,3618495
200;;141,4213562;350;331,662479;424,2640687;1104,536102;1702,938637;1700;1208,304597;547,7225575;866,0254038;768,1145748;509,9019514;374,1657387;812,4038405
244,9489743;141,4213562;;229,1287847;300;374,1657387;1104,536102;1788,854382;1791,647287;1272,792206;663,3249581;943,3981132;830,6623863;600;489,8979486;916,515139
450;350;229,1287847;;287,2281323;250;1030,776406;1803,46888;1817,278185;1300,961183;844,0971508;1030,776406;884,5903006;715,8910532;657,6473219;1073,545528
519,6152423;331,662479;300;287,2281323;;223,6067977;806,2257748;1676,305461;1679,285562;1024,695077;640,3124237;748,3314774;600;458,2575695;458,2575695;830,6623863
583,0951895;424,2640687;374,1657387;250;223,6067977;;824,6211251;1593,737745;1609,347694;1104,536102;812,4038405;900;728,0109889;616,4414003;616,4414003;1009,950494
1303,840481;1104,536102;1104,536102;1030,776406;806,2257748;824,6211251;;1529,705854;1532,970972;583,0951895;1086,278049;728,0109889;574,4562647;812,4038405;989,9494937;1067,707825
1805,547009;1702,938637;1788,854382;1803,46888;1676,305461;1593,737745;1529,705854;;100;1334,166406;1637,070554;1526,433752;1459,451952;1509,966887;1574,801575;1661,324773
1802,775638;1700;1791,647287;1817,278185;1679,285562;1609,347694;1532,970972;100;;1300;1603,121954;1489,966443;1435,270009;1486,606875;1552,41747;1615,549442
1392,838828;1208,304597;1272,792206;1300,961183;1024,695077;1104,536102;583,0951895;1334,166406;1300;;927,3618495;458,2575695;458,2575695;734,8469228;927,3618495;787,4007874
648,0740698;547,7225575;663,3249581;844,0971508;640,3124237;812,4038405;1086,278049;1637,070554;1603,121954;927,3618495;;500;538,5164807;282,8427125;200;282,8427125
1034,408043;866,0254038;943,3981132;1030,776406;748,3314774;900;728,0109889;1526,433752;1489,966443;458,2575695;500;;200;360,5551275;538,5164807;360,5551275
953,9392014;768,1145748;830,6623863;884,5903006;600;728,0109889;574,4562647;1459,451952;1435,270009;458,2575695;538,5164807;200;;300;500;500
678,2329983;509,9019514;600;715,8910532;458,2575695;616,4414003;812,4038405;1509,966887;1486,606875;734,8469228;282,8427125;360,5551275;300;;200;400
509,9019514;374,1657387;489,8979486;657,6473219;458,2575695;616,4414003;989,9494937;1574,801575;1552,41747;927,3618495;200;538,5164807;500;200;;447,2135955
927,3618495;812,4038405;916,515139;1073,545528;830,6623863;1009,950494;1067,707825;1661,324773;1615,549442;787,4007874;282,8427125;360,5551275;500;400;447,2135955;
